"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-19","2.0","4.6","0.0","0.0",,"8.9","4.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-20","2.3","0.0","0.0","0.0",,"9.4","4.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-21","2.0","0.0","0.0","0.0",,"11.7","3.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-22","3.3","1.8","0.0","0.0",,"11.7","3.3",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-23","1.9","0.8","0.0","0.0",,"7.2","1.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-24","3.6","22.9","0.0","0.0",,"7.8","4.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-25","2.3","0.0","0.0","0.0",,"11.7","3.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-26","1.9","0.0","0.0","0.0",,"16.1","6.7",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-27","1.9","1.0","0.0","0.0",,"15.0","9.4",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-28","5.1","0.0","0.0","0.0",,"11.7","2.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-29","2.8","0.0","0.0","0.0",,"4.4","-1.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-11-30","1.9","0.0","0.0","0.0",,"6.1","-0.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-01","4.4","15.7","0.0","0.0",,"3.9","-1.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-02","3.8","12.2","33.0","0.0",,"2.8","-0.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-03","3.2","0.5","8.0","30.0",,"2.2","-1.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-04","2.4","0.0","0.0","0.0",,"3.9","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-05","4.2","0.0","0.0","0.0",,"5.6","2.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-06","3.3","0.0","0.0","0.0",,"10.0","1.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-07","3.1","0.0","0.0","0.0",,"3.3","-1.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-08","1.2","0.0","0.0","0.0",,"7.8","-2.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-09","2.0","39.9","0.0","0.0",,"12.8","5.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-10","3.1","3.3","0.0","0.0",,"14.4","3.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-11","2.8","6.6","5.0","0.0",,"4.4","-0.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-12","2.1","0.0","0.0","0.0",,"2.2","-3.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-13","2.6","20.6","0.0","0.0",,"8.9","0.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-14","2.7","29.5","0.0","0.0",,"13.3","7.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-15","4.3","0.0","0.0","0.0",,"9.4","2.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-16","1.7","2.5","0.0","0.0",,"2.8","0.6",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-17","3.9","22.9","0.0","0.0",,"1.7","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-18","4.0","0.8","18.0","0.0",,"2.2","-6.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-19","4.7","0.0","0.0","0.0",,"-3.8","-8.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-20","2.7","0.0","0.0","0.0",,"0.6","-5.5",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-21","1.3","0.0","0.0","0.0",,"1.7","-4.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-22","2.1","0.0","0.0","0.0",,"7.8","-1.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-23","2.1","0.0","0.0","0.0",,"13.9","5.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-24","2.6","0.0","0.0","0.0",,"8.3","2.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-25","1.6","0.0","0.0","0.0",,"8.3","0.0",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-26","2.6","0.0","0.0","0.0",,"7.8","2.2",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-27","2.0","0.0","0.0","0.0",,"12.2","7.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-28","1.8","0.0","0.0","0.0",,"10.6","6.1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-29","2.2","6.4","0.0","0.0",,"6.7","3.9",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-30","5.7","18.8","0.0","0.0",,"5.0","2.8",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-12-31","2.3","0.5","0.0","0.0",,"7.2","2.2",
